score
0.275156
0.225467
0.323537
0.224694
0.152724
0.127754
0.167729
0.142904
0.172230
0.115376
0.209464
0.143389
0.182677
0.159709
0.382665
0.225148
0.273501
0.416582
0.183331
0.122877
0.283035
0.258514
0.146173
0.302778
0.389603
0.300190
0.234216
0.213742
0.212374
0.300402
0.261044
0.279195
0.268995
0.438898
0.186700
0.396198
0.200317
0.410006
0.287310
0.142011
0.145298
0.162911
0.354472
0.147156
0.221691
0.244196
0.401177
0.119238
0.139538
0.235809
0.305165
0.196245
0.122609
0.286434
0.210808
0.314389
0.280508
0.158637
0.394533
0.126428
0.201279
0.280185
0.423933
0.126666
0.295670
0.199426
0.280772
0.321559
0.292924
0.162464
0.112428
0.121971
0.135324
0.219339
0.318853
0.368448
0.209917
0.134113
0.371316
0.275813
0.184409
0.134590
0.130841
0.191560
0.317470
0.229742
0.443611
0.116173
0.147470
0.358613
0.249691
0.409855
0.317043
0.346227
0.328659
0.356856
0.348808
0.319211
0.229137
0.337753
0.440342
0.395804
0.345901
0.417655
0.318790
0.304547
0.312678
0.381485
0.406274
0.341263
0.369811
0.356133
0.371416
0.337983
0.359617
0.272773
0.417950
0.373490
0.360483
0.412194
0.343625
0.326725
0.300496
0.417557
0.338435
0.445147
0.386013
0.352602
0.326204
0.414626
0.353866
0.322790
0.353098
0.353597
0.313302
0.352360
0.354397
0.260935
0.264819
0.370303
0.265128
0.312433
0.376730
0.301595
0.280989
0.339612
0.293219
0.344766
0.360841
0.382749
0.312332
0.345199
0.359102
0.385424
0.368947
0.393915
0.358623
0.290171
0.355847
0.350469
0.332897
0.427659
0.455529
0.297638
0.341994
0.412433
0.371068
0.432305
0.328505
0.282745
0.411123
0.272326
0.341908
0.394827
0.391805
0.293208
0.318770
0.366907
0.312729
0.342767
0.332816
0.283094
0.130757
0.119563
0.116991
0.120266
0.115526
0.119674
0.117026
0.120828
0.120094
0.150550
0.120838
0.120656
0.114581
0.121818
0.123460
0.118789
0.113856
0.114144
0.129639
0.121320
0.118680
0.118726
0.117869
0.121782
0.128232
0.121288
0.119010
0.131808
0.124915
0.118427
0.115975
0.127402
0.123059
0.121217
0.117091
0.123883
0.119438
0.116195
0.114588
0.132649
0.118311
0.119962
0.132272
0.117563
0.129544
0.116017
0.130302
0.117332
0.114765
0.120177
0.122944
0.119537
0.124451
0.115413
0.112097
0.118015
0.117756
0.119858
0.120782
0.124017
0.113658
0.121202
0.121139
0.116797
0.118217
0.113877
0.124736
0.122308
0.131471
0.115651
0.125257
0.120226
0.125593
0.112862
0.124896
0.126278
0.114062
0.123883
0.116004
0.118639
0.118401
0.195080
0.116368
0.124817
0.114972
0.116716
0.114801
0.123030
0.116788
0.118644
0.119088
