score
0.287013
0.264650
0.275092
0.263077
0.292478
0.288740
0.313548
0.290709
0.259647
0.303147
0.378615
0.396620
0.266139
0.291591
0.389086
0.303046
0.309163
0.358130
0.394251
0.277324
0.264482
0.311415
0.274852
0.277643
0.346994
0.395791
0.313907
0.302074
0.260921
0.293316
0.368313
0.263155
0.281779
0.311854
0.269856
0.294276
0.295724
0.321571
0.279629
0.341122
0.313003
0.322628
0.303032
0.289187
0.285579
0.377585
0.227837
0.284882
0.370148
0.302870
0.267643
0.281290
0.337824
0.289891
0.380068
0.281327
0.274884
0.380803
0.356816
0.260736
0.314553
0.385539
0.327721
0.252900
0.376337
0.298717
0.355032
0.293000
0.262984
0.405258
0.415339
0.433871
0.378292
0.313788
0.288647
0.279087
0.299426
0.433933
0.376646
0.267282
0.279199
0.265518
0.390133
0.395172
0.358186
0.377486
0.347688
0.320990
0.385842
0.302554
0.286477
0.298950
0.356797
0.343267
0.384902
0.221506
0.350694
0.252163
0.347198
0.403224
0.361891
0.417486
0.247414
0.317334
0.347009
0.378610
0.406324
0.498440
0.254089
0.235204
0.392025
0.474949
0.302925
0.435558
0.314525
0.324877
0.391921
0.242207
0.293603
0.410433
0.362760
0.327770
0.319272
0.362262
0.228297
0.309348
0.331134
0.292509
0.264848
0.300725
0.298946
0.214171
0.241620
0.449677
0.218028
0.256197
0.383486
0.213620
0.469629
0.409263
0.433897
0.323779
0.460395
0.276321
0.283373
0.343218
0.421459
0.374145
0.238913
0.372590
0.356462
0.245742
0.420489
0.282184
0.237435
0.374116
0.455324
0.211722
0.309866
0.323906
0.354993
0.421182
0.334181
0.221852
0.482486
0.262452
0.284041
0.359512
0.378938
0.426122
0.352429
0.416936
0.295227
0.244144
0.334428
0.268579
0.206405
0.331140
0.161215
0.390175
0.237874
0.373012
0.365745
0.349320
0.375046
0.348222
0.301124
0.363184
0.434737
0.343293
0.356145
0.253126
0.272187
0.278433
0.371172
0.363258
0.282418
0.309178
0.338118
0.311771
0.263836
0.359070
0.317046
0.338266
0.315479
0.347332
0.313692
0.267537
0.507577
0.286488
0.347813
0.332928
0.405045
0.287914
0.342450
0.366664
0.335115
0.353109
0.387849
0.409467
0.335446
0.342235
0.360023
0.364031
0.362760
0.338503
0.359615
0.341590
0.336625
0.345080
0.274041
0.321882
0.361908
0.352638
0.327251
0.342909
0.267805
0.380146
0.343340
0.281971
0.311040
0.361638
0.308811
0.267941
0.322519
0.312054
0.376850
0.310887
0.272160
0.354397
0.314880
0.280232
0.288737
0.328703
0.310063
0.287600
0.375749
0.366477
0.384761
0.274939
0.312424
0.372317
0.303476
0.346791
0.325942
0.295489
0.308135
0.290109
0.303539
0.355039
0.275328
0.275425
0.332814
