score
0.852808
0.833621
0.879560
0.872456
0.568294
0.868465
0.369714
0.356609
0.872838
0.526894
0.725369
0.584451
0.349915
0.866316
0.728083
0.283686
0.210415
0.611998
0.741237
0.838122
0.878998
0.794761
0.709723
0.185880
0.592817
0.713935
0.329001
0.757147
0.862319
0.875584
0.343804
0.828043
0.858655
0.874396
0.887277
0.579314
0.880187
0.356362
0.392807
0.865942
0.541398
0.884467
0.576538
0.384026
0.840785
0.860679
0.366813
0.533578
0.804322
0.687073
0.845916
0.576372
0.470019
0.545569
0.763156
0.220639
0.843563
0.526343
0.702310
0.858489
0.523456
0.676007
0.454534
0.771358
0.207860
0.826389
0.620504
0.886118
0.822352
0.527679
0.840051
0.498874
0.710717
0.538715
0.459924
0.886819
0.619374
0.379639
0.311964
0.864646
0.356133
0.872930
0.331919
0.268703
0.269788
0.388477
0.343015
0.881281
0.753872
0.800385
0.653456
