score
0.382909
0.379941
0.377092
0.386550
0.391113
0.392086
0.393435
0.388042
0.381796
0.497610
0.327155
0.387989
0.374601
0.387016
0.366629
0.387936
0.394218
0.371955
0.335921
0.383262
0.383676
0.387240
0.384557
0.383532
0.388223
0.357036
0.308172
0.398479
0.383084
0.393316
0.328200
0.382136
0.388473
0.389540
0.384837
0.386015
0.382537
0.307804
0.384851
0.385910
0.394393
0.394646
0.390378
0.384619
0.386541
0.379546
0.329395
0.384968
0.339711
0.385241
0.363787
0.385400
0.386379
0.383522
0.370930
0.379035
0.382664
0.388512
0.387338
0.382571
0.382888
0.323353
0.390434
0.379892
0.383851
0.397640
0.322266
0.386599
0.384951
0.331987
0.386373
0.378414
0.387716
0.395831
0.378409
0.380514
0.383533
0.379480
0.341513
0.376560
0.391185
0.376039
0.382074
0.383067
0.386591
0.296713
0.336396
0.387609
0.358477
0.393213
0.387831
0.392020
0.753508
0.767102
0.796740
0.522220
0.750953
0.522751
0.768464
0.629405
0.610126
0.648273
0.638892
0.543942
0.416552
0.511742
0.512061
0.832585
0.528644
0.430670
0.600562
0.803542
0.376498
0.384905
0.735433
0.422318
0.353564
0.700644
0.332062
0.474434
0.767660
0.719094
0.679840
0.416521
0.512176
0.709494
0.408080
0.386346
0.326419
0.365769
0.708604
0.270352
0.297106
0.648977
0.328937
0.278088
0.783890
0.550973
0.721580
0.417203
0.459545
0.592988
0.797284
0.515673
0.336625
0.776325
0.535899
0.531242
0.651894
0.770899
0.499654
0.503696
0.785814
0.764666
0.312110
0.667076
0.806412
0.266225
0.366102
0.272350
0.506670
0.636364
0.418031
0.628996
0.717736
0.636083
0.697168
0.782533
0.473313
0.369268
0.731762
0.529631
0.733012
0.384782
0.743158
0.751511
0.233454
0.363047
0.613433
0.808606
0.413901
0.524441
0.528598
0.444840
0.454866
0.442656
0.562542
0.480997
0.390743
0.462268
0.438283
0.551618
0.524142
0.418305
0.451734
0.510200
0.373577
0.494613
0.321809
0.441384
0.411025
0.487804
0.445573
0.425832
0.471389
0.389871
0.423094
0.478502
0.305632
0.416916
0.471623
0.379406
0.328797
0.495171
0.414981
0.510955
0.390645
0.408668
0.483730
0.335304
0.386705
0.473385
0.433871
0.488622
0.504550
0.390364
0.477190
0.505704
0.423838
0.380884
0.403487
0.394150
0.417822
0.437904
0.480859
0.401371
0.435399
0.649431
0.411944
0.461361
0.390265
0.497195
0.497977
0.456590
0.433977
0.478424
0.341512
0.400655
0.460121
0.475440
0.387161
0.353098
0.499074
0.475257
0.410287
0.372433
0.505592
0.440594
0.471451
0.390535
0.419550
0.493884
0.544063
0.434376
0.481603
0.431358
0.458953
0.354968
0.401844
0.491257
0.386507
0.445128
0.397382
